,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
17,,Will Cunnane,SD,7,0,1,1,0,0,0,0,0,0,3,.143,.143,.286,.429,0.0
18,,Carl Pavano,MON,35,2,5,1,0,0,0,0,0,0,16,.143,.143,.171,.314,-0.1
19,,Gabe Alvarez,DET/SD,14,1,2,1,0,0,0,0,1,3,2,.143,.294,.214,.508,-0.2
20,,Horacio Estrada,MIL,7,1,1,0,0,0,0,0,0,0,2,.143,.143,.143,.286,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Eric Gagne,LA,28,1,4,0,0,0,0,0,0,0,5,.143,.143,.143,.286,0.0
23,,Bronson Arroyo,PIT,21,2,3,2,0,0,0,0,0,0,10,.143,.143,.238,.381,0.0
24,703,Sean Berry,BOS/MIL,50,1,7,2,0,1,2,0,1,4,15,.140,.204,.240,.444,-0.8
25,,Jimmy Anderson,PIT,50,5,7,1,0,0,1,0,0,0,11,.140,.140,.160,.300,-0.2
26,705,Dewayne Wise,TOR,22,3,3,0,0,0,0,1,0,1,5,.136,.208,.136,.345,-0.2
27,706,Reid Cornelius,FLA,37,1,5,2,0,0,1,0,0,0,12,.135,.135,.189,.324,-0.1
28,707,Pat Hentgen,STL,60,4,8,0,0,0,0,0,0,4,17,.133,.188,.133,.321,0.0
29,,Cliff Politte,PHI,15,1,2,1,0,0,2,0,0,1,4,.133,.176,.200,.376,0.0
30,,Daniel Garibay,CHC,15,1,2,0,0,0,1,0,0,0,6,.133,.133,.133,.267,-0.1
31,,Ruben Quevedo,CHC,30,1,4,0,0,0,1,0,0,0,10,.133,.133,.133,.267,-0.1
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,711,Robert Person,PHI,53,1,7,3,0,0,2,0,0,3,29,.132,.175,.189,.364,0.0
34,712,Ryan Minor,BAL,84,4,11,1,0,0,3,0,0,3,20,.131,.170,.143,.313,-1.0
35,713,Quinton McCracken,TB,31,5,4,0,0,0,2,0,1,6,4,.129,.270,.129,.399,-0.3
36,714,Steve Parris,CIN,55,4,7,2,0,0,4,0,1,2,19,.127,.155,.164,.319,-0.2
37,715,Tripp Cromer,HOU,8,2,1,0,0,0,0,0,0,1,1,.125,.222,.125,.347,-0.2
38,,Andrew Lorraine,CLE/CHC,8,2,1,0,0,0,0,0,0,1,4,.125,.222,.125,.347,0.0
39,,Jimmy Haynes,MIL,64,3,8,4,0,0,4,0,0,1,30,.125,.138,.188,.326,-0.2
40,,Hideki Irabu,MON,16,1,2,0,0,0,1,0,0,0,7,.125,.125,.125,.250,0.0
41,,Trey Moore,MON,8,0,1,0,0,0,0,0,0,1,2,.125,.222,.125,.347,0.0
42,,Carlos Casimiro,BAL,8,0,1,1,0,0,3,0,0,0,2,.125,.125,.250,.375,-0.1
0,721,Danny Ardoin,MIN,32,4,4,1,0,1,5,0,0,8,10,.125,.300,.250,.550,-0.2
1,722,Roberto Kelly,NYY,25,4,3,1,0,1,1,0,0,1,6,.120,.185,.280,.465,-0.5
2,723,Kevin Millwood,ATL,59,1,7,2,0,0,2,0,0,2,30,.119,.148,.153,.300,-0.2
3,724,Alex Fernandez,FLA,17,1,2,1,0,0,3,0,0,3,10,.118,.250,.176,.426,0.0
4,,Kent Bottenfield,ANA/PHI,17,3,2,0,0,0,0,0,0,0,4,.118,.118,.118,.235,-0.1
5,,Vladimir Nunez,FLA,17,2,2,0,0,1,3,0,0,0,5,.118,.118,.294,.412,0.1
6,727,Mark Gardner,SF,43,1,5,0,0,0,0,0,0,0,22,.116,.116,.116,.233,-0.2
7,728,Jay Witasick,KC/SD,26,0,3,0,0,0,3,0,0,1,12,.115,.148,.115,.264,-0.1
8,,Kelly Dransfeldt,TEX,26,2,3,2,0,0,2,0,0,1,14,.115,.148,.192,.340,0.0
9,730,Francisco Cordova,PIT,35,0,4,0,0,0,3,0,0,2,15,.114,.162,.114,.276,-0.1
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,731,Joe Slusarski,HOU,9,1,1,0,0,0,1,0,0,0,5,.111,.111,.111,.222,-0.1
12,,Charlie Greene,TOR,9,0,1,0,0,0,0,0,0,0,5,.111,.111,.111,.222,-0.2
13,,Jamie Arnold,CHC/LA,9,0,1,1,0,0,0,0,0,0,3,.111,.200,.222,.422,0.0
14,,Brad Penny,FLA,45,2,5,0,0,0,2,0,0,0,17,.111,.111,.111,.222,-0.3
15,,Rodrigo Lopez,SD,9,1,1,0,0,0,0,0,0,0,4,.111,.111,.111,.222,0.0
16,736,Rolando Arrojo,BOS/COL,28,2,3,1,0,0,3,0,0,1,13,.107,.138,.143,.281,-0.2
17,737,McKay Christensen,CWS,19,4,2,0,0,0,1,1,1,2,6,.105,.227,.105,.333,-0.2
18,738,Armando Reynoso,ARI,48,0,5,0,0,0,0,0,0,2,24,.104,.140,.104,.244,-0.2
19,739,George Lombard,ATL,39,8,4,0,0,0,2,4,0,1,14,.103,.146,.103,.249,-0.7
20,740,Elmer Dessens,CIN,40,6,4,0,0,0,0,0,0,7,16,.100,.234,.100,.334,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Chris Holt,HOU,60,3,6,1,0,0,3,0,0,4,33,.100,.169,.117,.286,-0.3
23,,Carlos R. Mendoza,COL,10,0,1,0,0,0,0,0,1,1,4,.100,.182,.100,.282,0.0
24,,Wade Miller,HOU,40,1,4,1,0,0,3,0,0,0,16,.100,.100,.125,.225,-0.3
25,,Chuck Smith,FLA,40,2,4,0,0,0,2,0,0,0,19,.100,.100,.100,.200,-0.1
26,745,Pedro Astacio,COL,82,2,8,0,0,0,6,0,0,1,25,.098,.108,.098,.206,-0.5
27,746,Jorge Velandia,OAK/NYM,31,2,3,1,0,0,2,0,0,2,8,.097,.176,.129,.306,-0.4
28,747,Andy Sheets,BOS,21,1,2,0,0,0,1,0,0,0,3,.095,.095,.095,.190,-0.3
29,748,Brian Tollberg,SD,32,1,3,0,0,0,1,0,0,0,11,.094,.094,.094,.188,-0.2
30,749,Kris Benson,PIT,65,3,6,2,0,0,1,0,0,4,29,.092,.157,.123,.280,-0.2
31,750,Karim Garcia,BAL/DET,33,1,3,0,0,0,0,0,0,0,10,.091,.091,.091,.182,-0.8
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Osvaldo Fernandez,CIN,22,0,2,0,0,0,1,0,0,2,10,.091,.167,.091,.258,-0.1
34,,Jeff C. D'Amico,MIL,44,2,4,1,0,1,2,0,0,3,19,.091,.146,.182,.328,-0.2
35,,Chris Pritchett,PHI,11,0,1,0,0,0,0,0,0,1,3,.091,.167,.091,.258,-0.2
36,,Ivan Cruz,PIT,11,0,1,0,0,0,0,0,0,0,8,.091,.091,.091,.182,-0.3
37,,Reggie Taylor,PHI,11,1,1,0,0,0,0,1,0,0,8,.091,.091,.091,.182,-0.3
38,756,Kevin Jarvis,COL,34,4,3,1,0,0,0,0,0,2,11,.088,.162,.118,.280,-0.2
39,757,Julian Tavarez,COL,35,1,3,0,0,0,0,0,0,0,14,.086,.086,.086,.171,-0.3
40,758,Dan Serafini,PIT/SD,24,1,2,0,0,0,2,0,0,0,9,.083,.083,.083,.167,-0.2
41,,Mike Metcalfe,LA,12,0,1,0,0,0,0,0,0,1,2,.083,.154,.083,.237,-0.3
42,760,Andy Benes,STL,50,1,4,0,0,1,1,0,0,4,19,.080,.148,.140,.288,-0.3
0,761,John Snyder,MIL,38,1,3,1,0,0,0,0,0,2,7,.079,.146,.105,.252,-0.2
1,762,Ryan Dempster,FLA,77,3,6,2,0,0,2,0,0,1,29,.078,.090,.104,.194,-0.6
2,763,Matt Herges,LA,13,0,1,0,0,0,0,0,0,0,8,.077,.077,.077,.154,-0.1
3,,Juan Melo,SF,13,0,1,0,0,0,1,0,0,0,5,.077,.077,.077,.154,0.0
4,,Nate Rolison,FLA,13,0,1,0,0,0,2,0,0,1,4,.077,.125,.077,.202,-0.3
5,766,Kevin Brown,LA,66,2,5,0,0,0,3,0,0,2,29,.076,.129,.076,.204,-0.4
6,767,Kyle Farnsworth,CHC,14,0,1,1,0,0,0,0,0,0,6,.071,.071,.143,.214,0.0
7,,Scott Downs,CHC/MON,28,2,2,0,0,0,1,0,0,2,10,.071,.133,.071,.205,-0.1
8,,Chan Perry,CLE,14,1,1,0,0,0,0,0,0,0,5,.071,.071,.071,.143,-0.3
9,770,Matt Clement,SD,60,3,4,0,1,0,2,0,0,4,33,.067,.125,.100,.225,-0.3
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Rob Bell,CIN,45,1,3,1,0,0,0,0,0,1,27,.067,.087,.089,.176,-0.3
12,772,Jamey Wright,MIL,46,0,3,1,0,0,0,0,0,0,17,.065,.065,.087,.152,-0.4
13,773,Scott Williamson,CIN,16,1,1,0,0,0,0,0,0,2,8,.063,.167,.063,.229,-0.1
14,774,Glendon Rusch,NYM,50,2,3,0,0,0,1,0,0,3,19,.060,.113,.060,.173,-0.4
15,775,Jesse Garcia,BAL,17,2,1,0,0,0,0,0,0,2,2,.059,.158,.059,.217,0.1
16,776,Al Leiter,NYM,58,1,3,0,0,0,0,0,0,4,33,.052,.113,.052,.165,-0.5
17,777,Garrett Stephenson,STL,59,0,3,0,0,0,4,0,0,4,23,.051,.111,.051,.162,-0.6
18,778,Carlos Perez,LA,43,0,2,1,1,0,3,0,0,0,15,.047,.047,.116,.163,-0.4
19,779,Bobby J. Jones,NYM,44,4,2,0,0,0,0,0,0,3,21,.045,.125,.045,.170,-0.1
20,,Steve Woodard,CLE/MIL,22,0,1,0,0,0,2,0,0,1,6,.045,.125,.045,.170,-0.2
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,781,Brian Rose,BOS/COL,24,1,1,0,0,0,0,0,0,1,11,.042,.080,.042,.122,-0.3
23,,Mike Thurman,MON,24,3,1,0,0,0,0,0,0,2,17,.042,.115,.042,.157,-0.2
24,783,Tony Armas,MON,26,1,1,0,0,0,1,0,0,1,12,.038,.074,.038,.113,-0.1
25,784,John Roskos,SD,27,0,1,1,0,0,1,0,0,3,7,.037,.133,.074,.207,-0.5
26,785,Bruce Chen,ATL/PHI,30,0,1,0,0,0,1,0,0,1,20,.033,.065,.033,.098,-0.4
27,786,Octavio Dotel,HOU,32,1,1,0,0,0,0,0,0,1,16,.031,.061,.031,.092,-0.5
28,787,Jesse Orosco,STL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
29,,Gary Gaetti,BOS,10,0,0,0,0,0,1,0,0,0,3,.000,.000,.000,.000,-0.3
30,,Orel Hershiser,LA,7,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
31,,Dwight Gooden,NYY/HOU/TB,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Roger Clemens,NYY,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
34,,Rick Aguilera,CHC,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
35,,Dan Plesac,ARI,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
36,,Bobby Witt,CLE,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
37,,Chuck Finley,CLE,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-0.1
38,,Greg Swindell,ARI,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
39,,Jamie Moyer,SEA,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
40,,Mike Maddux,HOU,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0.0
41,,Ed Vosberg,PHI,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
42,,Doug Jones,OAK,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
0,801,Rich Sauveur,OAK,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
1,,Norm Charlton,CIN,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
2,,Tim Belcher,ANA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
3,,Vicente Palacios,SD,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
4,,Jose Mesa,SEA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
5,,John Wetteland,TEX,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
6,,Dave Eiland,TB,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
7,,Jeff Brantley,PHI,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
8,,Gregg Olson,LA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
9,,Scott Service,OAK,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Dennis Cook,NYM,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
12,,Jaime Navarro,CLE/MIL,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
13,,Mark Guthrie,TOR/CHC/TB,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-0.1
14,,Mike Fetters,LA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
15,,Chuck McElroy,BAL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
16,,Mike Munoz,TEX,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
17,,Rudy Seanez,ATL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
18,,Stan Belinda,ATL/COL,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
19,,Jason Grimsley,NYY,1,0,0,0,0,0,0,0,0,2,1,.000,.667,.000,.667,0.1
20,,Kent Mercker,ANA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Scott Radinsky,STL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
23,,Alan Mills,BAL/LA,3,0,0,0,0,0,1,0,0,1,2,.000,.250,.000,.250,0.0
24,,Eric Gunderson,TOR,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
25,,Kip Gross,HOU,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
26,,Jeff Shaw,LA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
27,,Jim Ri. Poole,DET/MON,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
28,,Charles Nagy,CLE,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
29,,Rich Rodriguez,NYM,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
30,,Anthony Telford,MON,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
31,,Darren Holmes,BAL/STL/ARI,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Scott Aldred,PHI,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
34,,Dave Burba,CLE,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
35,,Rich Garces,BOS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
36,,Roberto Hernandez,TB,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
37,,Mike Timlin,BAL/STL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
38,,Heathcliff Slocumb,STL/SD,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
39,,Mike Magnante,OAK,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
40,,Bob Scanlan,MIL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
41,,Jeff Fassero,BOS,2,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
42,,Juan Guzman,TB,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
0,841,Mark Petkovsek,ANA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
1,,Mike Remlinger,ATL,3,0,0,0,0,0,0,0,0,1,2,.000,.250,.000,.250,0.0
2,,Scott Kamieniecki,CLE/ATL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
3,,Chris Haney,CLE,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
4,,Rusty Meacham,HOU,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
5,,Doug Henry,HOU/SF,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
6,,Mike Mussina,BAL,6,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-0.1
7,,David Weathers,MIL,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
8,,David Wainhouse,STL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
9,,Ricky Bones,FLA,2,1,0,0,0,0,1,0,0,1,0,.000,.250,.000,.250,0.1
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Rheal Cormier,BOS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
12,,Mark Wohlers,CIN,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
13,,Arthur Rhodes,SEA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
14,,Eddie Zosky,HOU,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-0.1
15,,Yorkis Perez,HOU,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
16,,Todd Van Poppel,CHC,9,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-0.1
17,,Mark Clark,TEX,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
18,,Josias Manzanillo,PIT,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
19,,Miguel Batista,KC/MON,4,0,0,0,0,0,0,0,0,1,3,.000,.200,.000,.200,-0.1
20,,Jeff Nelson,NYY,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Hipolito Pichardo,BOS,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
23,,Buddy Groom,BAL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
24,,Mike Williams,PIT,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
25,,Pedro Martinez,BOS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
26,,Pat Rapp,BAL,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
27,,Paul Quantrill,TOR,0,0,0,0,0,0,0,0,0,1,0,.000,1.000,.000,1.000,0.1
28,,Tim Wakefield,BOS,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
29,,Matt Whiteside,SD,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
30,,Mike Trombley,BAL,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
31,,Bob Wickman,CLE/MIL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Steve Reed,CLE,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
34,,Doug Brocail,DET,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
35,,Sterling Hitchcock,SD,22,0,0,0,0,0,1,0,0,0,12,.000,.000,.000,.000,-0.3
36,,Dave Mlicki,DET,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
37,,Robb Nen,SF,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
38,,Alan Embree,SF,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
39,,Pedro Jr. Borbon,TOR,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
40,,Trevor Hoffman,SD,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
41,,Greg McMichael,ATL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
42,,Jerry Dipoto,COL,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
0,881,Lance Painter,TOR,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
1,,Eddie Guardado,MIN,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
2,,Aaron Sele,SEA,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1
3,,Tim Worrell,BAL/CHC,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
4,,Curtis Leskanic,MIL,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0.0
5,,Jerry Spradlin,KC/CHC,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
6,,Larry Luebbers,CIN,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,0.0
7,,Allen Watson,NYY,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
8,,Albie Lopez,TB,6,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-0.1
9,,Todd Jones,DET,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Johnny Ruffin,ARI,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
12,,Steve Karsay,CLE,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.1
13,,Mark Holzemer,PHI,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
14,,Darren Oliver,TEX,2,0,0,0,0,0,0,0,0,0,1,.000,.333,.000,.333,0.0
15,,John Johnstone,SF,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0.0
16,,Dan Miceli,FLA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
17,,Hector Carrasco,BOS/MIN,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
18,,Paul Spoljaric,KC,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
19,,Billy Taylor,TB,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
20,,Carlos Reyes,PHI/SD,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Rick Helling,TEX,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
23,,Paul Shuey,CLE,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
24,,Dave Veres,STL,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
25,,Bob Wells,MIN,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
26,,Dave Stevens,ATL,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
27,,Joey Hamilton,TOR,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
28,,Jose Mercedes,BAL,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
29,,Bryce Florie,BOS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
30,,John Frascatore,TOR,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
31,,Mark Thompson,STL,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Armando Benitez,NYM,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
34,,Ricky Bottalico,KC,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
35,,Mike James,STL,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
36,,Antonio Osuna,LA,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-0.1
37,,Mike Myers,COL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
38,,Frankie Rodriguez,SEA,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
39,,Troy Percival,ANA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
40,,Steve W. Sparks,DET,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
41,,Al Reyes,BAL/LA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
42,,Andy Pettitte,NYY,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
0,921,LaTroy Hawkins,MIN,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
1,,Brad Radke,MIN,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0.0
2,,Brad Clontz,PIT,0,1,0,0,0,0,0,0,0,0,0,.000,1.000,.000,1.000,0.1
3,,Jason Schmidt,PIT,19,1,0,0,0,0,0,0,0,1,9,.000,.050,.000,.050,-0.3
4,,Tanyon Sturtze,CWS/TB,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
5,,James Baldwin,CWS,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
6,,Juan Acevedo,MIL,1,1,0,0,0,0,0,0,0,1,1,.000,.500,.000,.500,0.0
7,,Jason Christiansen,PIT/STL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
8,,Esteban Loaiza,TEX/TOR,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
9,,Don Wengert,ATL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
