,HOME,AWAY,YEAR,SCORE
14304,BAL,TEX,1999,-2
14305,CWS,NYY,1999,-2
14309,TOR,BOS,1999,-2
14311,LAD,CIN,1999,-2
14312,MON,CHC,1999,-2
14313,NYM,PIT,1999,-4
14314,PHI,FLA,1999,-4
14315,SD,ARI,1999,-1
14317,COL,HOU,1999,-3
14318,TB,ANA,1999,-5
14324,TOR,BOS,1999,-8
14325,ATL,MIL,1999,-6
14330,SD,ARI,1999,-3
14331,SF,STL,1999,-3
14332,COL,HOU,1999,-8
14334,BAL,TEX,1999,-2
14336,KC,SEA,1999,-4
14337,LAD,CIN,1999,-2
14340,BOS,NYY,1999,-10
14341,ANA,MIN,1999,-2
14348,ATL,PHI,1999,-7
14349,CHC,NYM,1999,-1
14351,LAD,ARI,1999,-1
14352,PIT,FLA,1999,-1
14353,STL,COL,1999,-1
14354,SD,HOU,1999,-4
14356,ANA,MIN,1999,-8
14358,MIL,MON,1999,-2
14361,TEX,KC,1999,-4
14365,CIN,SF,1999,-10
14366,LAD,ARI,1999,-2
14369,SD,HOU,1999,-3
14372,CLE,CWS,1999,-3
14373,MIL,MON,1999,-6
14379,CHC,NYM,1999,-1
14383,STL,COL,1999,-1
14385,BOS,CLE,1999,-2
14386,ANA,KC,1999,-8
14387,DET,CWS,1999,-4
14388,MIL,NYM,1999,-5
14393,CHC,MON,1999,-4
14396,BOS,CLE,1999,-1
14397,ANA,KC,1999,-7
14398,DET,CWS,1999,-3
14399,MIL,NYM,1999,-7
14400,NYY,TOR,1999,-2
14404,CHC,MON,1999,-5
14409,FLA,PHI,1999,-1
14410,ARI,SF,1999,-2
14413,MIL,NYM,1999,-4
14415,OAK,BAL,1999,-4
14416,SEA,TB,1999,-6
14420,HOU,LAD,1999,-1
14423,FLA,PHI,1999,-3
14428,SEA,NYY,1999,-3
14429,CHC,MON,1999,-3
14430,CIN,COL,1999,-1
14432,PIT,ATL,1999,-3
14433,STL,SD,1999,-7
14434,FLA,PHI,1999,-6
14435,BAL,DET,1999,-1
14436,ANA,BOS,1999,-4
14437,KC,MIN,1999,-1
14438,MIL,CIN,1999,-7
14440,SEA,NYY,1999,-3
14441,TEX,TOR,1999,-1
14443,MON,SD,1999,-2
14448,CHC,HOU,1999,-5
14451,PIT,STL,1999,-4
14453,ANA,BOS,1999,-11
14454,KC,MIN,1999,-1
14457,SEA,NYY,1999,-1
14460,CHC,HOU,1999,-6
14462,NYM,LAD,1999,-1
14463,PHI,ARI,1999,-6
14466,TB,CLE,1999,-5
14467,BAL,DET,1999,-3
14468,ANA,BOS,1999,-6
14469,KC,MIN,1999,-4
14470,MIL,CIN,1999,-6
14472,SEA,NYY,1999,-6
14473,TEX,TOR,1999,-1
14474,ATL,SF,1999,-3
14475,CHC,HOU,1999,-4
14477,NYM,LAD,1999,-11
14478,PHI,ARI,1999,-3
14482,ANA,CLE,1999,-4
14485,OAK,NYY,1999,-4
14487,TEX,TOR,1999,-15
14489,CHC,ARI,1999,-3
14491,NYM,LAD,1999,-7
14492,PHI,STL,1999,-6
14493,PIT,CIN,1999,-2
14496,ANA,CLE,1999,-1
14497,KC,BOS,1999,-3
14499,MIN,TOR,1999,-4
14504,CHC,ARI,1999,-2
14508,PIT,CIN,1999,-5
14510,TB,BAL,1999,-16
14511,ANA,CLE,1999,-1
14512,KC,BOS,1999,-6
14513,MIL,COL,1999,-3
14514,MIN,TOR,1999,-3
14515,OAK,NYY,1999,-2
14519,CHC,ARI,1999,-2
14520,MON,LAD,1999,-2
14522,PHI,STL,1999,-4
14525,TB,BAL,1999,-2
14526,KC,TB,1999,-1
14528,TEX,DET,1999,-2
14529,MON,LAD,1999,-5
14536,TOR,OAK,1999,-1
14538,HOU,PIT,1999,-1
14539,LAD,ATL,1999,-4
14541,SD,FLA,1999,-1
14543,ARI,MIL,1999,-2
14545,COL,MON,1999,-1
14547,COL,MON,1999,-2
14551,DET,ANA,1999,-3
14552,KC,TB,1999,-7
14553,NYY,MIN,1999,-3
14554,TOR,OAK,1999,-8
14558,STL,CHC,1999,-2
14560,SF,NYM,1999,-5
14562,ARI,MIL,1999,-2
14563,BOS,SEA,1999,-1
14564,CWS,TEX,1999,-10
14566,DET,ANA,1999,-8
14567,KC,TB,1999,-2
14568,NYY,MIN,1999,-2
14569,TOR,OAK,1999,-4
14570,CIN,PHI,1999,-6
14571,HOU,PIT,1999,-2
14572,LAD,ATL,1999,-1
14575,SF,NYM,1999,-7
14581,CLE,TEX,1999,-8
14582,DET,TB,1999,-8
14584,TOR,SEA,1999,-2
14587,LAD,FLA,1999,-2
14589,SD,NYM,1999,-1
14591,COL,ATL,1999,-8
14594,BOS,OAK,1999,-11
14596,CLE,TEX,1999,-11
14599,TOR,SEA,1999,-3
14602,LAD,FLA,1999,-5
14605,SF,MON,1999,-1
14611,CLE,TEX,1999,-5
14612,DET,TB,1999,-4
14613,NYY,KC,1999,-3
14614,TOR,SEA,1999,-4
14615,CIN,PIT,1999,-6
14618,STL,PHI,1999,-1
14619,SD,NYM,1999,-8
14624,BOS,OAK,1999,-4
14625,CWS,ANA,1999,-7
14627,NYY,KC,1999,-3
14629,HOU,MIL,1999,-1
14630,COL,ATL,1999,-2
14631,ANA,DET,1999,-5
14632,MIL,SF,1999,-4
14635,SEA,CLE,1999,-6
14642,PIT,ARI,1999,-2
14643,FLA,HOU,1999,-1
14645,BAL,CWS,1999,-1
14646,BAL,CWS,1999,-3
14648,ANA,DET,1999,-9
14649,MIL,SF,1999,-4
14650,MIN,NYY,1999,-2
14652,SEA,CLE,1999,-3
14655,CHC,COL,1999,-1
14657,PHI,LAD,1999,-2
14658,PIT,ARI,1999,-2
14662,NYM,STL,1999,-2
14664,KC,BAL,1999,-2
14665,MIL,LAD,1999,-4
14666,MIN,BOS,1999,-3
14667,OAK,TOR,1999,-5
14669,TEX,NYY,1999,-18
14674,PHI,SD,1999,-1
14675,PIT,ARI,1999,-1
14676,TB,CWS,1999,-8
14677,ANA,TOR,1999,-4
14678,KC,BAL,1999,-2
14679,MIL,LAD,1999,-3
14680,MIN,BOS,1999,-6
14683,TEX,NYY,1999,-3
14685,CHC,SF,1999,-8
14687,NYM,HOU,1999,-4
14689,PIT,COL,1999,-1
14690,FLA,ARI,1999,-1
14692,ANA,TOR,1999,-5
14696,OAK,CLE,1999,-8
14704,FLA,ARI,1999,-5
14705,TB,CWS,1999,-5
14706,CHC,SF,1999,-6
14707,CHC,SF,1999,-1
14710,MON,CIN,1999,-6
14713,FLA,ARI,1999,-10
14716,CWS,OAK,1999,-3
14721,TOR,TEX,1999,-6
14723,MON,CIN,1999,-3
14724,STL,ATL,1999,-1
14726,SF,PIT,1999,-3
14728,ARI,NYM,1999,-3
14730,HOU,FLA,1999,-2
14732,CWS,OAK,1999,-2
14737,TOR,TEX,1999,-2
14738,HOU,FLA,1999,-3
14741,STL,ATL,1999,-3
14742,SD,MIL,1999,-2
14749,CLE,TB,1999,-2
14750,DET,BAL,1999,-7
14753,TOR,TEX,1999,-2
14755,LAD,CHC,1999,-6
14757,STL,ATL,1999,-1
14768,HOU,NYM,1999,-16
14770,STL,FLA,1999,-2
14773,COL,PIT,1999,-3
14775,CWS,SEA,1999,-3
14776,CWS,SEA,1999,-8
14777,BAL,TB,1999,-3
14779,CWS,SEA,1999,-7
14782,NYY,OAK,1999,-1
14783,TOR,MIN,1999,-11
14784,CIN,ATL,1999,-6
14790,COL,PIT,1999,-1
14791,ARI,MON,1999,-1
14794,CWS,SEA,1999,-1
14796,DET,TEX,1999,-7
14797,NYY,OAK,1999,-6
14799,CIN,ATL,1999,-1
14800,HOU,NYM,1999,-4
14801,LAD,MIL,1999,-1
14803,SD,CHC,1999,-1
14805,COL,PIT,1999,-1
14806,ARI,MON,1999,-7
14808,BOS,KC,1999,-2
14811,MIL,STL,1999,-1
14815,BAL,CLE,1999,-1
14817,KC,TOR,1999,-1
14823,CHC,LAD,1999,-2
14824,MON,HOU,1999,-7
14825,NYM,COL,1999,-3
14827,PIT,SF,1999,-10
14828,FLA,SD,1999,-3
14831,ANA,NYY,1999,-3
14832,KC,TOR,1999,-3
14835,SEA,BOS,1999,-4
14836,TEX,CWS,1999,-9
14837,ATL,ARI,1999,-1
14838,CHC,LAD,1999,-6
14839,MON,HOU,1999,-3
14841,PHI,CIN,1999,-19
14842,PIT,SF,1999,-7
14845,BAL,CLE,1999,-8
14846,ANA,NYY,1999,-5
14848,MIL,STL,1999,-4
14849,OAK,DET,1999,-1
14850,SEA,BOS,1999,-2
14852,ATL,ARI,1999,-2
14853,CHC,LAD,1999,-3
14854,MON,HOU,1999,-4
14856,PHI,CIN,1999,-2
14858,FLA,SD,1999,-3
14859,TB,MIN,1999,-3
14860,BAL,CLE,1999,-1
14862,OAK,DET,1999,-2
14863,SEA,BOS,1999,-1
14865,CHC,CIN,1999,-3
14866,MON,COL,1999,-2
14868,PHI,HOU,1999,-1
14869,PIT,SD,1999,-1
14871,TB,MIN,1999,-6
14876,MIL,ARI,1999,-2
14877,MIN,BAL,1999,-5
14878,OAK,BOS,1999,-2
14883,NYM,SF,1999,-3
14884,PHI,HOU,1999,-2
14888,CHC,CIN,1999,-7
14890,KC,NYY,1999,-4
14891,MIL,ARI,1999,-8
14892,MIN,BAL,1999,-10
14897,CHC,CIN,1999,-2
14898,MON,COL,1999,-4
14900,PHI,HOU,1999,-8
14901,PIT,SD,1999,-3
14903,TB,DET,1999,-4
14905,MIN,BAL,1999,-1
14906,CHC,CIN,1999,-2
14907,LAD,NYM,1999,-2
14908,PHI,HOU,1999,-2
14912,CWS,CLE,1999,-8
14915,MIN,ANA,1999,-2
14916,NYY,BOS,1999,-2
14922,SF,ATL,1999,-2
14925,TB,OAK,1999,-5
14927,CWS,CLE,1999,-1
14928,DET,TOR,1999,-4
14931,NYY,BOS,1999,-1
14934,LAD,NYM,1999,-4
14935,STL,PIT,1999,-3
14936,SD,MON,1999,-1
14940,TB,OAK,1999,-1
14943,DET,TOR,1999,-2
14945,MIN,ANA,1999,-3
14946,NYY,BOS,1999,-3
14949,LAD,NYM,1999,-7
14951,SD,MON,1999,-4
14953,COL,MIL,1999,-3
14955,TB,OAK,1999,-1
14957,CWS,DET,1999,-1
14959,KC,TEX,1999,-4
14960,MIN,ANA,1999,-1
14965,STL,MIL,1999,-1
14967,COL,NYM,1999,-1
14969,TB,OAK,1999,-5
14971,CWS,DET,1999,-7
14972,CLE,BOS,1999,-9
14973,MIN,TEX,1999,-1
14974,TOR,NYY,1999,-4
14975,CIN,CHC,1999,-1
14977,LAD,MON,1999,-3
14978,STL,MIL,1999,-3
14979,SD,ATL,1999,-7
14983,TB,SEA,1999,-4
14984,KC,ANA,1999,-2
14985,KC,ANA,1999,-1
14987,ANA,BAL,1999,-2
14988,CLE,NYY,1999,-5
14989,OAK,KC,1999,-6
14991,TEX,TB,1999,-2
14992,TOR,CWS,1999,-4
14995,NYM,PHI,1999,-3
14998,SD,SF,1999,-2
15000,ARI,FLA,1999,-4
15002,ANA,BAL,1999,-3
15007,TOR,CWS,1999,-3
15008,ATL,MON,1999,-1
15009,CHC,MIL,1999,-3
15011,PIT,CIN,1999,-3
15014,COL,LAD,1999,-1
15017,ANA,BAL,1999,-1
15018,CLE,NYY,1999,-4
15020,SEA,MIN,1999,-1
15021,TEX,TB,1999,-13
15022,TOR,CWS,1999,-1
15027,STL,HOU,1999,-1
15029,COL,LAD,1999,-3
15034,OAK,MIN,1999,-4
15035,SEA,KC,1999,-1
15036,CHC,STL,1999,-5
15039,SD,CIN,1999,-11
15043,DET,CLE,1999,-5
15048,TEX,BAL,1999,-2
15050,CHC,STL,1999,-5
15052,PIT,HOU,1999,-3
15054,COL,ARI,1999,-1
15057,BOS,TOR,1999,-5
15059,DET,CLE,1999,-8
15060,MIL,PHI,1999,-9
15062,OAK,MIN,1999,-1
15063,SEA,KC,1999,-6
15064,TEX,BAL,1999,-3
15067,LAD,SF,1999,-1
15069,SD,CIN,1999,-1
15070,COL,ARI,1999,-8
15071,FLA,MON,1999,-2
15072,BOS,TOR,1999,-2
15080,BAL,OAK,1999,-3
15082,BOS,BAL,1999,-1
15083,DET,KC,1999,-4
15084,MIL,HOU,1999,-5
15089,TOR,CLE,1999,-14
15093,MON,ATL,1999,-1
15095,SF,ARI,1999,-8
15096,FLA,COL,1999,-2
15100,MIN,CWS,1999,-9
15101,NYY,TB,1999,-1
15102,SEA,ANA,1999,-4
15104,TOR,CLE,1999,-3
15107,LAD,SD,1999,-1
15108,MON,ATL,1999,-2
15110,SF,ARI,1999,-4
15112,BOS,BAL,1999,-3
15115,MIN,CWS,1999,-3
15116,NYY,TB,1999,-1
15119,TOR,CLE,1999,-4
15120,CHC,PIT,1999,-4
15123,MON,ATL,1999,-10
15125,SF,ARI,1999,-6
15126,FLA,COL,1999,-2
15129,MIN,CWS,1999,-2
15130,NYY,TB,1999,-4
15135,BAL,NYY,1999,-4
15136,ANA,OAK,1999,-6
15138,KC,CLE,1999,-1
15140,MIN,DET,1999,-3
15142,HOU,CIN,1999,-3
15143,MON,FLA,1999,-2
15144,NYM,ATL,1999,-6
15145,PHI,CHC,1999,-6
15147,SF,LAD,1999,-3
15149,TB,TOR,1999,-6
15153,MIL,PIT,1999,-1
15154,MIN,DET,1999,-1
15156,NYM,ATL,1999,-1
15158,SF,LAD,1999,-5
15161,BAL,NYY,1999,-7
15162,BAL,BOS,1999,-4
15165,CLE,TOR,1999,-2
15170,HOU,LAD,1999,-4
15172,PHI,MON,1999,-3
15173,STL,CHC,1999,-1
15174,COL,SF,1999,-5
15175,ARI,SD,1999,-5
15176,TB,NYY,1999,-4
15181,TOR,LAD,2000,-1
15183,CIN,BAL,2000,-5
15184,HOU,TEX,2000,-6
15186,SEA,MIL,2000,-3
15189,SF,NYY,2000,-5
15192,CIN,MIL,2000,0
15194,BAL,CLE,2000,-3
15201,MON,LAD,2000,-6
15202,MIN,TB,2000,-7
15203,OAK,DET,2000,-3
15204,ANA,NYY,2000,-1
15206,CIN,MIL,2000,-4
15207,MON,LAD,2000,-6
15208,PIT,HOU,2000,-3
15209,FLA,SF,2000,-3
15210,ATL,COL,2000,-2
15212,SEA,BOS,2000,-2
15214,ANA,NYY,2000,-2
15217,TEX,CWS,2000,-4
15220,TOR,KC,2000,-1
15221,CIN,MIL,2000,-3
15223,PIT,HOU,2000,-9
15225,FLA,SF,2000,-2
15226,NYM,SD,2000,-4
15232,TOR,KC,2000,-6
15233,MIN,TB,2000,-1
15240,NYM,SD,2000,-3
15241,TEX,CWS,2000,-4
15246,CIN,CHC,2000,-4
15247,MON,SD,2000,-5
15250,TB,CLE,2000,-9
15251,ATL,SF,2000,-4
15253,HOU,PHI,2000,-3
15254,STL,MIL,2000,-8
15256,OAK,CWS,2000,-1
15258,ARI,PIT,2000,-5
15259,NYM,LAD,2000,-1
15266,OAK,CWS,2000,-4
15267,SEA,NYY,2000,-1
15268,TB,CLE,2000,-2
15270,FLA,COL,2000,-2
15272,TEX,TOR,2000,-4
15280,KC,MIN,2000,-6
15283,HOU,PHI,2000,-1
15284,ANA,BOS,2000,-3
15288,TB,CLE,2000,-13
15293,SD,ARI,2000,-4
15295,HOU,STL,2000,-1
15297,OAK,CLE,2000,-5
15301,SF,LAD,2000,-1
15302,PIT,MON,2000,-4
15303,TB,CWS,2000,-7
15305,HOU,STL,2000,-4
15306,COL,CIN,2000,-7
15308,OAK,CLE,2000,-4
15313,OAK,CLE,2000,-5
15315,DET,SEA,2000,-4
15316,MIL,FLA,2000,-7
15319,TB,CWS,2000,-6
15322,ANA,TOR,2000,-4
15324,SF,LAD,2000,-1
15328,SD,ARI,2000,-1
15333,PHI,NYM,2000,-1
15336,SF,LAD,2000,-4
15337,CLE,TEX,2000,-5
15338,CHC,FLA,2000,-5
15340,BOS,OAK,2000,-7
15343,MIL,ATL,2000,-3
15345,TOR,SEA,2000,-2
15346,PHI,MON,2000,-4
15347,PIT,NYM,2000,-3
15350,SD,HOU,2000,-6
15351,SF,ARI,2000,-2
15353,CLE,TEX,2000,-2
15354,DET,TB,2000,-7
15357,CWS,ANA,2000,-2
15361,TOR,SEA,2000,-11
15362,SF,ARI,2000,-3
15363,MIN,BAL,2000,-2
15365,LAD,CIN,2000,-1
15369,DET,TB,2000,-1
15371,TOR,SEA,2000,-12
15373,PIT,NYM,2000,-3
15374,CWS,ANA,2000,-2
15375,MIL,ATL,2000,-1
15376,MIN,BAL,2000,-5
15377,CHC,FLA,2000,-1
15378,COL,STL,2000,-6
15380,LAD,CIN,2000,-2
15384,TEX,NYY,2000,-1
15386,CLE,OAK,2000,-5
15387,DET,BOS,2000,-10
15391,FLA,PIT,2000,-4
15397,LAD,HOU,2000,-7
15404,MON,CHC,2000,-4
15412,CIN,LA,2000,-7
15414,FLA,PHI,2000,-1
15416,TB,ANA,2000,-3
15419,TEX,MIN,2000,-5
15420,HOU,SD,2000,-5
15421,STL,COL,2000,-2
15422,OAK,BAL,2000,-2
15424,ARI,SF,2000,-6
15427,CIN,LAD,2000,-14
15430,HOU,SD,2000,-2
15431,OAK,BAL,2000,-1
15434,ARI,SF,2000,-2
15436,MON,MIL,2000,-4
15440,STL,COL,2000,-1
15441,TOR,NYY,2000,-3
15446,CIN,LAD,2000,-8
15450,TEX,MIN,2000,-1
15451,HOU,SD,2000,-1
15454,ARI,SF,2000,-5
15457,NYY,MIN,2000,-4
15464,OAK,TOR,2000,-1
15465,SEA,CLE,2000,-6
15466,NYY,MIN,2000,-5
15468,PHI,ARI,2000,-8
15470,FLA,SF,2000,-2
15473,CWS,BAL,2000,-6
15475,TEX,BOS,2000,-3
15478,ANA,DET,2000,-2
15482,FLA,SF,2000,-1
15483,TEX,BOS,2000,-10
15484,SEA,CLE,2000,-2
15486,HOU,CHC,2000,-5
15488,PHI,ARI,2000,-6
15490,NYM,CIN,2000,-11
15495,OAK,TOR,2000,-2
15497,NYM,CIN,2000,-1
15498,STL,MIL,2000,-4
15499,PIT,SD,2000,-8
15502,HOU,CHC,2000,-9
15503,ANA,TB,2000,-4
15507,DET,CWS,2000,-1
15508,MIL,HOU,2000,-7
15510,PHI,STL,2000,-3
15513,MIN,OAK,2000,-3
15515,ANA,TB,2000,-9
15516,SD,ATL,2000,-5
15518,SF,MON,2000,-6
15520,DET,CWS,2000,-1
15521,NYY,TOR,2000,-4
15523,PIT,CIN,2000,-1
15524,MIL,HOU,2000,-7
15525,CHC,ARI,2000,-3
15526,COL,NYM,2000,-7
15528,MIN,OAK,2000,-4
15529,PHI,STL,2000,-1
15530,KC,SEA,2000,-8
15533,SD,ATL,2000,-3
15534,CLE,BOS,2000,-1
15537,BAL,TEX,2000,-4
15538,PHI,STL,2000,-1
15539,PIT,CIN,2000,-4
15542,MIN,OAK,2000,-6
15543,CHC,ARI,2000,-6
15544,COL,NYM,2000,-3
15546,SF,MON,2000,-1
15548,SD,ATL,2000,-3
15550,CLE,NYY,2000,-1
15552,CWS,TOR,2000,-2
15553,KC,OAK,2000,-2
15554,MIL,HOU,2000,-5
15556,SD,FLA,2000,-3
15557,LAD,ATL,2000,-1
15560,CLE,NYY,2000,-1
15562,CWS,TOR,2000,-2
15563,KC,OAK,2000,-2
15564,MIL,HOU,2000,-5
15566,SD,FLA,2000,-3
15567,LAD,ATL,2000,-1
15570,BOS,DET,2000,-1
15571,CLE,NYY,2000,-2
15572,PHI,CIN,2000,-7
15573,TB,TEX,2000,-7
15574,CWS,TOR,2000,-3
15576,MIL,ARI,2000,-4
15577,MIN,SEA,2000,-1
15579,STL,PIT,2000,-3
15582,LAD,ATL,2000,-2
15586,BAL,ANA,2000,-1
15588,CLE,NYY,2000,-1
15591,TB,TEX,2000,-4
15593,KC,OAK,2000,-9
15596,STL,PIT,2000,-6
15600,CHC,HOU,2000,-4
15601,BAL,ANA,2000,-3
15606,MIL,ARI,2000,-4
15607,MIN,DET,2000,-2
15608,CHC,PIT,2000,-2
15613,FLA,NYM,2000,-3
15616,MIL,MON,2000,-8
15617,MIN,DET,2000,-2
15619,SEA,ANA,2000,-1
15623,BOS,TB,2000,-1
15625,TOR,CLE,2000,-2
15626,CIN,STL,2000,-2
15627,MIL,MON,2000,-1
15628,CHC,PIT,2000,-2
15634,ATL,PHI,2000,-6
15639,NYY,BAL,2000,-1
15640,TOR,CLE,2000,-2
15642,ATL,PHI,2000,-3
15647,CHC,PIT,2000,-8
15648,TEX,OAK,2000,-1
15652,LA,HOU,2000,-6
15654,DET,KC,2000,-3
15658,MIN,CLE,2000,-1
15661,HOU,COL,2000,-2
15665,BOS,CWS,2000,-6
15671,PIT,NYM,2000,-2
15672,FLA,ATL,2000,-5
15674,TEX,SEA,2000,-10
15675,CHC,MIL,2000,-1
15678,ANA,OAK,2000,-3
15679,SF,STL,2000,-7
15680,DET,KC,2000,-6
15688,MON,PHI,2000,-8
15693,ANA,OAK,2000,-3
15696,CHC,MIL,2000,-6
15697,BAL,BOS,2000,-7
15699,NYY,TB,2000,-1
15700,MON,PHI,2000,-2
15701,PIT,NYM,2000,-1
15705,BAL,BOS,2000,-9
15709,PHI,ATL,2000,-1
15710,PIT,MIL,2000,-5
15711,NYM,FLA,2000,-2
15713,CWS,MIN,2000,-1
15714,HOU,CIN,2000,-4
15715,STL,LAD,2000,-13
15717,ANA,TEX,2000,-2
15719,SD,ARI,2000,-2
15722,NYM,FLA,2000,-1
15723,BAL,BOS,2000,-4
15724,HOU,CIN,2000,-1
15726,OAK,SEA,2000,-2
15727,TB,TOR,2000,-4
15729,MON,CHC,2000,-1
15730,PHI,ATL,2000,-1
15732,STL,LA,2000,-2
15733,ANA,TEX,2000,-1
15734,SD,ARI,2000,-4
15735,CLE,KC,2000,-1
15738,TB,TOR,2000,-1
15739,BAL,BOS,2000,-9
15741,PHI,ATL,2000,-9
15750,TOR,BOS,2000,-7
15752,HOU,CIN,2000,-1
15755,OAK,KC,2000,-1
15757,NYY,CWS,2000,-4
15761,PHI,STL,2000,-6
15762,FLA,SD,2000,-4
15763,NYM,COL,2000,-1
15767,CHC,LAD,2000,-1
15768,ANA,BAL,2000,-1
15770,CHC,LA,2000,-2
15772,OAK,KC,2000,-1
15775,TOR,BOS,2000,-8
15776,CIN,PIT,2000,-3
15791,MON,ARI,2000,-2
15792,PHI,STL,2000,-5
15793,FLA,SD,2000,-4
15796,OAK,MIN,2000,-5
15799,CLE,NYY,2000,-4
15800,TOR,CWS,2000,-2
15802,PHI,COL,2000,-8
15804,FLA,LAD,2000,-2
15806,ATL,SD,2000,-4
15810,OAK,MIN,2000,-1
15812,BOS,DET,2000,-1
15815,CHC,CIN,2000,-2
15816,OAK,MIN,2000,-3
15817,SEA,TB,2000,-1
15818,TOR,CWS,2000,-4
15820,PHI,COL,2000,-1
15821,PIT,STL,2000,-15
15822,FLA,LA,2000,-6
15827,BOS,DET,2000,-2
15829,TOR,CWS,2000,-1
15830,FLA,LAD,2000,-9
15835,PIT,STL,2000,-2
15836,MIL,SF,2000,-6
15838,ANA,KC,2000,-4
15847,SD,NYM,2000,-2
15849,BOS,TOR,2000,-1
15853,KC,TEX,2000,-1
15855,MIN,ANA,2000,-3
15860,LAD,CIN,2000,-2
15861,SF,MON,2000,-1
15865,TB,OAK,2000,-7
15866,CWS,NYY,2000,-8
15868,MIL,ATL,2000,-9
15869,MIN,ANA,2000,-1
15870,HOU,PHI,2000,-2
15873,LAD,CIN,2000,-7
15877,MIL,ATL,2000,-4
15878,MIN,ANA,2000,-2
15880,COL,CHC,2000,-1
15883,BOS,TOR,2000,-5
15884,DET,CLE,2000,-3
15885,TB,OAK,2000,-3
15886,CWS,NYY,2000,-7
15887,KC,TEX,2000,-2
15891,DET,TOR,2000,-6
15892,NYY,BOS,2000,-3
15893,TB,SEA,2000,-7
15899,STL,NYM,2000,-3
15900,COL,PIT,2000,-1
15906,HOU,ATL,2000,-1
15907,SF,CHC,2000,-1
15909,TB,SEA,2000,-3
15912,BAL,OAK,2000,-4
15915,CIN,FLA,2000,-2
15917,STL,NYM,2000,-4
15919,LAD,PHI,2000,-1
15920,DET,TOR,2000,-5
15921,CIN,FLA,2000,-2
15924,CWS,CLE,2000,-9
15925,KC,ANA,2000,-4
15927,STL,NYM,2000,-4
15931,SF,CHC,2000,-3
15932,LAD,PHI,2000,-2
15933,ARI,MIL,2000,-1
15934,NYY,BOS,2000,-2
15935,CLE,ANA,2000,-1
15937,CHC,ATL,2000,-1
15940,ARI,STL,2000,-3
15941,TB,BAL,2000,-4
15942,DET,TEX,2000,-1
15946,SD,MIL,2000,-5
15950,NYY,OAK,2000,-3
15951,TOR,MIN,2000,-3
15953,TB,BAL,2000,-1
15955,CHC,ATL,2000,-3
15957,SEA,CWS,2000,-1
15959,ARI,STL,2000,-5
15960,LAD,NYM,2000,-5
15962,TOR,MIN,2000,-4
15964,BOS,KC,2000,-2
15966,CIN,MON,2000,-2
15975,ATL,NYY,2000,-3
15976,MIL,COL,2000,-2
15977,HOU,CWS,2000,-3
15979,TEX,ARI,2000,-1
15985,ANA,LAD,2000,-5
15987,CHC,DET,2000,-2
15991,PIT,KC,2000,-13
15995,STL,CLE,2000,-2
15997,SEA,SD,2000,-3
15998,ATL,NYY,2000,-1
15999,NYM,TB,2000,-10
16003,PIT,KC,2000,-2
16004,MIL,COL,2000,-6
16005,STL,CLE,2000,-1
16006,CHC,DET,2000,-1
16007,HOU,CWS,2000,-4
16009,OAK,SF,2000,-16
16010,FLA,TOR,2000,-5
16015,FLA,BOS,2000,-1
16016,NYM,BAL,2000,-2
16017,CIN,CWS,2000,-1
16018,PHI,TB,2000,-2
16019,ATL,TOR,2000,-6
16020,MIL,CLE,2000,-4
16023,STL,KC,2000,-3
16025,ANA,SF,2000,-1
16028,MON,NYY,2000,-7
16029,PIT,DET,2000,-1
16030,FLA,BOS,2000,-1
16032,CIN,CWS,2000,-5
16033,PHI,TB,2000,-2
16035,MIL,CLE,2000,-2
16037,HOU,MIN,2000,-2
16039,TEX,LAD,2000,-6
16043,CIN,CWS,2000,-2
16045,TEX,LAD,2000,-5
16047,MON,NYY,2000,-5
16053,ATL,TOR,2000,-4
16054,MIL,CLE,2000,-4
16055,HOU,MIN,2000,-2
16057,SEA,COL,2000,-5
16063,NYY,NYM,2000,-10
16066,BAL,PHI,2000,-4
16072,SD,HOU,2000,-1
16074,LAD,OAK,2000,-2
16079,TOR,MON,2000,-9
16080,SF,SEA,2000,-3
16081,ARI,ANA,2000,-7
16082,TB,FLA,2000,-4
16085,MIN,MIL,2000,-2
16091,CLE,CWS,2000,-1
16092,DET,TOR,2000,-2
16094,PIT,ATL,2000,-2
16095,PHI,FLA,2000,-3
16096,KC,SEA,2000,-2
16099,SD,STL,2000,-4
16100,LA,ARI,2000,-2
16102,SD,STL,2000,-5
16103,CLE,CWS,2000,-1
16105,NYY,BOS,2000,-2
16107,TB,ANA,2000,-2
16110,KC,SEA,2000,-7
16111,MIL,MON,2000,-5
16112,MIN,OAK,2000,-1
16114,COL,HOU,2000,-3
16119,CHC,NYM,2000,-2
16121,CLE,CWS,2000,-7
16122,DET,TOR,2000,-7
16123,PIT,ATL,2000,-4
16126,PHI,FLA,2000,-7
16128,MIN,OAK,2000,-3
16129,COL,HOU,2000,-4
16130,LAD,ARI,2000,-4
16131,SD,STL,2000,-2
16133,NYY,CWS,2000,-9
16137,MIN,SEA,2000,-7
16142,NYY,CWS,2000,-2
16143,PIT,FLA,2000,-5
16147,KC,OAK,2000,-5
16148,MIL,NYM,2000,-6
16152,LAD,STL,2000,-3
16155,TB,TEX,2000,-5
16157,LAD,STL,2000,-1
16160,NYY,CWS,2000,-1
16161,BOS,TOR,2000,-1
16162,BAL,ANA,2000,-5
16163,MIN,SEA,2000,-9
16164,PIT,FLA,2000,-1
